,,,,,INFORMACIÓN DEL CLIENTE,,,,,,,,,,,,,
ESTADO DE LA OPERACIÓN,,,,,,,Permanencia,,,,,,,,,,,
Identificación,,Días de,Estado de,,Actividad,Saldo de la,en la,Número de,Monto del,Tasa de,Ingreso,,Frecuencia,Dependencia,Tipo de,Profesión del,Bienes,
del crédito,Saldo vigente,atraso,crédito,,económica,cuota,vivienda,cuotas,crédito,interés,mensual,Sexo,de pago,ocupacional,cuota,cliente,raíces,Automóviles
251,"36417,64 ",0,0,,7,313.9,336,24,42000,20,"549,64",1,1,2,2,4,0,1
252,"15769,48 ",0,0,,10,88.92,60,48,18000,"25,5","190,35",1,1,1,2,3,0,0
253,"793,39 ",0,0,,6,82.17,72,36,2000,"22,02","568,98",1,1,2,2,4,0,0
254,"793,39 ",0,0,,6,82.17,60,36,2000,"22,02","620,84",1,1,2,2,4,0,0
255,"6641,29 ",0,0,,6,83.7,72,24,10000,32,"568,98",1,1,2,2,4,0,0
256,"6641,29 ",0,0,,6,83.7,60,24,10000,32,"620,84",1,1,2,2,4,0,0
257,"63990,24 ",0,0,,6,373.61,22,36,70000,19,"1965,89",1,1,2,2,4,0,0
258,"28690,85 ",0,0,,6,299.41,36,24,40100,20,"772,72",2,1,2,2,4,0,0
259,"99021,29 ",0,0,,6,540.37,120,36,100000,19,"6415,77",1,1,2,2,4,0,0
260,"506,22 ",598,1,,10,0,312,18,600,"23,72","442,86",1,1,1,2,3,0,0
261,"5409,60 ",0,0,,10,61.67,180,36,10500,25,"176,00",1,1,1,2,3,0,0
262,"16100,00 ",0,0,,6,94.42,120,36,16100,"25,5","375,09",1,1,2,2,4,0,0
263,"20409,56 ",0,0,,6,221.04,84,24,28000,"25,5","688,40",1,1,2,2,4,0,0
264,"56345,17 ",0,0,,3,456.69,84,36,81305,22,"1434,70",1,1,1,2,3,0,0
265,"58644,71 ",0,0,,3,527.87,84,24,70800,20,"1434,70",1,1,1,2,3,0,0
266,"49,63 ",51,1,,3,0,120,24,1500,"22,02","323,68",2,1,2,2,4,0,0
267,"19284,75 ",0,0,,7,205.38,24,36,36000,23,"1836,25",1,1,2,2,4,0,0
268,"20411,66 ",0,0,,8,164.87,96,36,28000,"25,5","848,00",1,1,2,2,5,0,1
269,"3153,60 ",0,0,,6,383.94,480,36,10000,"18,99","2425,32",2,1,2,2,4,0,0
270,"3153,60 ",0,0,,6,383.94,456,36,10000,"18,99","990,02",2,1,2,2,4,0,0
271,"57810,50 ",0,0,,6,378.48,480,36,70000,"19,9","2425,32",2,1,2,2,4,0,0
272,"57810,50 ",0,0,,6,378.48,456,36,70000,"19,9","990,02",2,1,2,2,4,0,0
273,"2267,30 ",0,0,,3,200.31,60,36,5000,"21,34","1196,50",1,1,2,2,5,0,0
274,"9141,87 ",0,0,,6,69.96,48,36,11000,32,"314,88",1,1,1,2,2,1,1
275,"9141,87 ",0,0,,6,69.96,48,36,11000,32,"314,88",1,1,1,2,2,0,0
276,"25792,51 ",0,0,,6,234.01,312,36,42000,21,"2711,50",2,1,2,2,4,0,0
277,"29412,66 ",0,0,,6,204.84,312,36,35000,"25,5","2711,50",2,1,2,2,4,0,0
278,"158,25 ",0,0,,10,81.88,12,24,1500,26,"284,94",1,1,1,2,3,0,0
279,"19116,28 ",0,0,,8,102.7,120,48,21000,"25,5","562,68",1,1,2,2,5,0,1
280,"2868,29 ",0,0,,10,150.43,120,40,28540,"21,6","215,21",2,1,1,2,3,0,1
281,"2868,29 ",0,0,,10,150.43,124,40,28540,"21,6","552,36",2,1,1,2,3,0,1
282,"1160,34 ",0,0,,6,59.19,64,24,7000,32,"860,48",2,1,2,2,4,0,0
283,"11711,43 ",0,0,,6,113.09,64,24,14000,29,"860,48",2,1,2,2,4,0,0
284,"38688,78 ",0,0,,6,269.43,16,50,60200,"21,6","1408,84",2,1,2,2,4,0,0
285,"56010,86 ",0,0,,6,242.7,16,60,60000,22,"1408,84",2,1,2,2,4,0,0
286,"1929,92 ",0,0,,6,195.76,72,36,5100,"18,99","2474,75",2,1,2,2,4,0,1
287,"1929,92 ",0,0,,6,195.76,72,36,5100,"18,99","2474,75",2,1,2,2,4,0,1
288,"1929,92 ",0,0,,6,195.76,60,36,5100,"18,99","1265,10",2,1,2,2,4,0,1
289,"12317,11 ",0,0,,6,96.77,72,36,15000,32,"2474,75",2,1,2,2,4,0,1
290,"12317,11 ",0,0,,6,96.77,72,36,15000,32,"2474,75",2,1,2,2,4,0,1
291,"12317,11 ",0,0,,6,96.77,60,36,15000,32,"1265,10",2,1,2,2,4,0,1
292,"34265,79 ",0,0,,3,186.99,120,36,35000,19,"944,44",2,1,2,2,4,0,0
293,"25896,26 ",0,0,,9,122.31,132,60,28000,"25,5","606,97",2,1,1,2,3,0,0
294,"25896,26 ",0,0,,9,122.31,120,60,28000,"25,5","263,00",2,1,1,2,3,0,1
295,"20769,15 ",0,0,,8,96.83,24,48,21000,22,"341,84",1,1,2,2,5,0,1
296,"261,31 ",0,0,,6,266.76,48,24,5000,"21,72","3361,26",1,1,2,2,4,0,0
297,"261,31 ",0,0,,6,266.76,36,24,5000,"21,72","1063,84",1,1,2,2,4,0,0
298,"17621,18 ",0,0,,6,351.69,48,12,25000,"25,5","3361,26",1,1,2,2,4,0,0
299,"17621,18 ",0,0,,6,351.69,36,12,25000,"25,5","1063,84",1,1,2,2,4,0,0
300,"103000,00 ",0,0,,6,16369.38,60,1,103000,19,"9100,99",2,6,2,3,4,0,0
301,"103000,00 ",0,0,,6,16369.38,72,1,103000,19,"7119,90",2,6,2,3,4,0,0
302,"26588,38 ",0,0,,6,176.17,348,36,30000,"25,5","815,74",1,1,2,2,4,0,0
303,"26588,38 ",0,0,,6,176.17,354,36,30000,"25,5","791,00",1,1,2,2,4,0,0
304,"70000,00 ",0,0,,6,385.44,60,36,70000,20,"1582,57",2,1,2,2,4,0,0
305,"12168,31 ",0,0,,8,89.14,30,36,14000,31,"231,20",1,1,2,2,5,0,1
306,"12168,31 ",0,0,,8,89.14,12,36,14000,31,"159,20",1,1,2,2,5,0,1
307,"88108,18 ",0,0,,8,555.43,24,36,104000,19,"517,01",1,1,1,2,3,0,0
308,"16172,30 ",139,1,,6,142.76,12,36,25000,23,"438,48",2,1,2,2,4,0,0
309,"21760,91 ",0,0,,6,381.48,36,18,40100,20,"1372,40",1,1,2,2,4,0,0
310,"21760,91 ",0,0,,6,381.48,60,18,40100,20,"82894,66",1,1,2,2,4,0,1
311,"21760,91 ",0,0,,6,381.48,84,18,40100,20,"1343,96",1,1,2,2,4,0,0
312,"4640,38 ",0,0,,3,145.98,69,18,14000,32,"2346,45",1,1,2,2,4,0,0
313,"1570,83 ",0,0,,8,190.62,36,36,5000,"16,29","857,00",1,1,2,2,5,0,1
314,"2865,31 ",0,0,,3,212.61,384,36,40880,"14,23","1576,96",2,1,2,2,4,0,0
315,"2865,31 ",0,0,,3,212.61,60,36,40880,"14,23","1122,52",2,1,2,2,4,0,0
316,"716,21 ",0,0,,3,53.15,384,36,10220,17,"1576,96",2,1,2,2,4,0,0
317,"716,21 ",0,0,,3,53.15,60,36,10220,17,"1122,52",2,1,2,2,4,0,0
318,"3137,31 ",0,0,,3,71.63,384,12,5000,29,"1576,96",2,1,2,2,4,0,0
319,"3137,31 ",0,0,,3,71.63,60,12,5000,29,"1122,52",2,1,2,2,4,0,0
320,"86496,50 ",0,0,,6,377.43,48,60,99000,19,"1617,24",1,1,2,2,5,0,1
321,"50000,00 ",0,0,,3,267.2,24,36,50000,19,"575,52",1,1,2,2,5,0,0
322,"981,51 ",0,0,,6,146.38,60,12,10000,32,"2010,03",2,1,2,2,4,0,0
323,"7572,26 ",0,0,,9,85.24,24,36,15000,23,"327,28",1,1,1,2,3,0,0
324,"33506,21 ",0,0,,3,219.61,120,36,40100,20,"973,29",2,1,2,2,4,0,0
325,"15925,67 ",0,0,,3,94.82,315,36,16100,"25,5","714,68",1,1,2,2,4,0,0
326,"9512,97 ",0,0,,10,76.79,60,36,12000,32,"258,00",2,1,1,2,3,0,0
327,"69961,00 ",0,0,,6,417.26,10,47,83070,"21,6","5842,68",1,1,2,2,4,0,0
328,"5242,99 ",0,0,,6,580.16,36,36,15000,"16,92","4448,73",1,1,2,2,4,0,0
329,"11200,78 ",0,0,,8,119.29,312,36,21000,23,"1435,12",1,1,2,2,5,0,1
330,"17236,40 ",0,0,,6,157.62,33,36,28000,22,"1200,00",2,1,2,2,4,0,1
331,"17236,40 ",0,0,,6,157.62,38,36,28000,22,"1180,00",2,1,2,2,4,0,1
332,"26269,61 ",0,0,,6,193.88,33,37,35000,"21,6","1200,00",2,1,2,2,4,0,1
333,"26269,61 ",0,0,,6,193.88,38,37,35000,"21,6","1180,00",2,1,2,2,4,0,1
334,"102044,32 ",0,0,,6,556.87,120,36,103000,19,"3363,21",1,1,2,2,4,0,0
335,"102044,32 ",0,0,,6,556.87,131,36,103000,19,"6645,74",1,1,2,2,4,0,0
336,"626,89 ",0,0,,9,110.41,180,36,3000,"12,62","290,12",1,1,1,2,2,0,0
337,"510,15 ",0,0,,10,79.02,180,36,2000,"17,88","333,97",1,1,1,2,3,0,0
338,"31297,31 ",0,0,,10,152.96,60,60,35000,"25,5","521,27",2,1,1,2,3,0,0
339,"287,66 ",0,0,,3,44.18,60,36,1158,"15,42","143,00",2,1,1,2,3,0,0
340,"29079,40 ",0,0,,8,191.7,120,36,33000,"25,5","1110,02",1,1,2,2,5,0,1
341,"11373,35 ",685,1,,10,0,60,36,17600,"18,95","459,00",1,1,1,2,2,0,0
342,"11373,35 ",685,1,,10,0,60,36,17600,"18,95","459,00",1,1,1,2,2,0,0
343,"2843,39 ",685,1,,10,0,60,36,4400,22,"459,00",1,1,1,2,2,0,0
344,"2843,39 ",685,1,,10,0,60,36,4400,22,"459,00",1,1,1,2,2,0,0
345,"1135,62 ",0,0,,9,114.64,60,36,3000,"16,84","337,11",2,1,1,2,3,0,0
346,"494,21 ",0,0,,10,104.61,22,36,2700,"16,26","5000,00",1,1,1,2,5,0,0
347,"494,21 ",0,0,,10,104.61,11,36,2700,"16,26","621,00",1,1,1,2,1,0,0
348,"4650,87 ",51,1,,10,79.02,120,24,10000,26,"358,68",1,1,1,2,2,0,0
349,"23562,61 ",0,0,,8,164.1,6,36,28000,"25,5","850,00",1,1,2,2,5,0,1
350,"2145,30 ",0,0,,10,65.58,336,36,12000,"16,56","2333,85",1,1,2,2,4,0,0
351,"2145,30 ",0,0,,10,65.58,240,36,12000,"16,56","1400,00",1,1,2,2,4,0,0
352,"536,34 ",0,0,,10,16.4,336,36,3000,"15,29","2333,85",1,1,2,2,4,0,0
353,"536,34 ",0,0,,10,16.4,240,36,3000,"15,29","1400,00",1,1,2,2,4,0,0
354,"41029,82 ",0,0,,10,229.5,336,48,"49721,77","21,6","2333,85",1,1,2,2,4,0,0
355,"41029,82 ",0,0,,10,229.5,240,48,"49721,77","21,6","1400,00",1,1,2,2,4,0,0
356,"50043,80 ",0,0,,6,434.94,60,36,78000,21,"1276,00",1,1,2,2,4,0,0
357,"50043,80 ",0,0,,6,434.94,60,36,78000,21,"625,00",1,1,2,2,4,0,0
358,"47081,23 ",0,0,,6,272.08,144,36,50000,20,"1877,62",2,1,2,2,4,0,0
359,"47081,23 ",0,0,,6,272.08,120,36,50000,20,"721,50",2,1,2,2,4,0,0
360,"8069,62 ",0,0,,8,436.74,240,48,14600,"13,92","794,00",1,1,2,2,5,0,1
361,"19467,48 ",0,0,,8,195.52,69,36,35000,22,"1213,00",1,1,2,2,5,0,1
362,"19467,48 ",0,0,,8,195.52,60,36,35000,22,"802,00",1,1,2,2,5,0,1
363,"14067,60 ",0,0,,8,103.49,69,36,17500,"25,5","1213,00",1,1,2,2,5,0,1
364,"14067,60 ",0,0,,8,103.49,60,36,17500,"25,5","802,00",1,1,2,2,5,0,1
365,"16561,72 ",0,0,,10,76.61,480,60,17000,"27,5","306,97",1,1,1,2,1,0,0
366,"121351,77 ",0,0,,6,692.27,120,36,128500,19,"1426,02",2,1,2,2,4,0,0
367,"3577,50 ",82,1,,6,109.17,7,36,20000,"15,77","925,45",1,1,2,2,4,0,0
368,"98585,15 ",0,0,,8,562.39,60,36,104500,19,"956,18",1,1,2,2,5,0,1
369,"1511,67 ",0,0,,10,232.64,36,36,6000,"15,92","256,37",2,1,1,2,3,0,0
370,"1511,67 ",0,0,,10,232.64,48,36,6000,"15,92","599,14",2,1,1,2,3,0,0
371,"1436,34 ",0,0,,8,54.4,12,36,10000,"16,18","171,18",1,1,1,2,3,0,0
372,"29166,60 ",0,0,,6,193.25,12,36,33000,"25,5","712,00",1,1,2,2,4,0,0
373,"29166,60 ",0,0,,6,193.25,120,36,33000,"25,5","474,88",1,1,2,2,4,0,0
374,"29166,60 ",0,0,,6,193.25,12,36,33000,"25,5","893,99",1,1,2,2,4,0,0
375,"103000,00 ",0,0,,8,15422.59,312,1,103000,19,"2500,00",1,2,2,3,5,0,1
376,"103000,00 ",0,0,,8,15422.59,312,1,103000,19,"2500,00",1,2,2,3,5,0,1
377,"8939,55 ",0,0,,10,66.75,60,36,10500,32,"279,00",2,1,1,2,2,0,0
378,"8939,55 ",0,0,,10,66.75,60,36,10500,32,"221,30",2,1,1,2,3,0,0
379,"8372,75 ",0,0,,3,79.67,36,36,14000,"21,6","274,00",2,1,2,2,4,0,0
380,"54866,57 ",0,0,,3,381.31,240,36,70000,20,"873,00",1,1,2,2,4,0,0
381,"589,95 ",0,0,,10,61.06,12,36,1500,"22,99","172,88",1,1,1,2,3,0,0
382,"14641,97 ",0,0,,6,114.49,120,24,15000,22,"174,16",2,1,2,2,4,0,0
383,"758,88 ",0,0,,10,72.02,12,36,1800,"20,99","188,00",1,1,1,2,3,0,0
384,"15768,16 ",89,1,,8,121.88,60,36,21000,"24,5","1454,22",1,1,2,2,5,0,1
385,"15768,16 ",89,1,,8,121.88,72,36,21000,"24,5","1034,80",1,1,2,2,5,0,1
386,"2724,82 ",0,0,,8,71.42,60,12,5000,"27,5","274,16",1,1,2,2,5,0,1
387,"2724,82 ",0,0,,8,71.42,60,12,5000,"27,5","353,28",1,1,2,2,5,0,1
388,"27563,45 ",0,0,,8,164.11,36,36,28000,"25,5","547,00",2,1,1,2,5,0,1
389,"11427,76 ",0,0,,10,116.42,156,36,20000,24,"304,50",1,1,1,2,3,0,0
390,"8013,72 ",0,0,,10,130.63,120,24,16500,"25,5","425,48",1,1,2,2,4,0,0
391,"9190,43 ",819,1,,8,369.26,180,36,10000,"13,09","1119,00",1,1,2,2,5,0,1
392,"5821,24 ",0,0,,10,103.81,12,36,18000,"18,93","262,49",1,1,1,2,3,0,0
393,"103000,00 ",0,0,,6,550.42,60,36,103000,19,"1483,15",1,1,2,2,4,0,1
394,"2352,92 ",0,0,,8,118.73,12,24,15000,25,"471,05",1,1,2,2,5,0,1
395,"53473,08 ",0,0,,6,383.5,120,36,70000,20,"2097,43",2,1,2,2,4,0,0
396,"4455,20 ",150,1,,10,0,54,36,25000,20,"470,89",1,1,1,2,5,0,1
397,"9222,07 ",0,0,,10,83.5,60,36,14000,26,"231,00",1,1,1,2,3,0,0
398,"24590,47 ",0,0,,10,186.33,60,36,31800,"25,5","558,80",1,1,2,2,4,0,0
399,"9972,98 ",0,0,,10,76.32,60,36,12000,32,"256,20",1,1,1,2,3,0,0
400,"53185,03 ",0,0,,6,326.53,180,48,69700,23,"1150,41",2,1,2,2,4,0,0
401,"11201,88 ",0,0,,10,128.1,12,24,16100,"25,5","736,50",2,1,2,2,4,0,0
402,"2259,94 ",0,0,,8,199.67,220,36,5000,"21,49","493,00",2,1,1,2,3,0,1
403,"12204,42 ",0,0,,6,179.66,2,30,28000,22,"927,34",2,1,2,2,4,0,0
404,"11940,06 ",0,0,,10,89.15,10,36,14000,32,"300,19",1,1,1,2,3,0,0
405,"46288,32 ",0,0,,3,214.57,36,48,48000,20,"614,26",1,1,2,2,4,0,1
406,"27075,20 ",0,0,,8,164.4,36,36,28000,"25,5","761,91",1,1,2,2,5,0,1
407,"27075,20 ",0,0,,8,164.4,12,36,28000,"25,5","410,01",1,1,2,2,5,0,1
408,"254,79 ",0,0,,10,79.02,180,36,2000,"17,88","239,70",1,1,1,2,3,0,0
409,"551,72 ",381,1,,8,0,120,20,1200,"21,95","199,20",1,1,2,2,4,0,0
410,"67454,36 ",0,0,,6,368.11,24,36,68900,19,"1048,66",2,1,2,2,4,0,0
411,"67454,36 ",0,0,,6,368.11,60,36,68900,19,"1218,84",2,1,2,2,4,0,0
412,"35000,00 ",0,0,,6,187.04,24,36,35000,19,"631,63",1,1,2,2,4,0,0
413,"35000,00 ",0,0,,6,187.04,60,36,35000,19,"484,70",1,1,2,2,4,0,0
414,"487,13 ",0,0,,10,40.86,84,36,1000,"23,77","134,00",1,1,1,2,3,0,0
415,"15657,66 ",0,0,,10,157.26,300,36,28000,22,"680,00",1,1,1,2,3,0,1
416,"15657,66 ",0,0,,10,157.26,317,36,28000,22,"805,00",1,1,1,2,3,0,1
417,"11682,95 ",0,0,,10,115.67,300,36,21200,20,"506,12",1,1,1,2,1,0,0
418,"13569,51 ",0,0,,10,71.94,12,44,"15575,72","21,6","301,72",1,1,1,2,3,0,0
419,"103000,00 ",0,0,,6,585.77,31,36,103000,"21,6","3031,58",2,1,2,2,4,0,0
420,"103000,00 ",0,0,,6,585.77,156,36,103000,"21,6","2387,97",2,1,2,2,4,0,0
421,"11091,89 ",0,0,,10,178.01,12,30,28000,22,"538,00",1,1,2,2,5,0,1
422,"15786,22 ",0,0,,10,73.6,192,48,16000,22,"309,37",1,1,1,2,3,0,0
423,"353,76 ",0,0,,10,52.1,12,36,10000,17,"141,47",1,1,1,2,3,0,0
424,"106,18 ",0,0,,6,54.93,120,24,1000,"23,75","195,41",2,1,2,2,4,0,0
425,"13116,01 ",0,0,,8,159.09,15,24,20000,"25,5","615,00",1,1,2,2,5,0,1
426,"15362,41 ",0,0,,10,140.48,24,36,25000,22,"355,00",1,1,1,2,3,0,0
427,"15362,41 ",0,0,,10,140.48,12,36,25000,22,"312,50",1,1,1,2,3,0,1
428,"20026,22 ",685,1,,3,0,72,36,39000,"15,41","540,57",2,1,2,2,4,0,0
429,"2525,72 ",593,1,,3,116.54,72,36,3000,"16,19","540,57",2,1,2,2,4,0,0
430,"29205,52 ",0,0,,6,203.4,60,36,34850,"25,5","1283,76",2,1,2,2,4,0,0
431,"92297,71 ",0,0,,5,456.82,72,48,104500,19,"1340,00",1,1,2,2,5,0,0
432,"9783,25 ",0,0,,10,76.89,24,36,12000,32,"258,00",2,1,1,2,3,0,0
433,"9783,25 ",0,0,,10,76.89,12,36,12000,32,"174,31",2,1,1,2,3,0,0
434,"13560,49 ",0,0,,10,102.75,60,36,17500,"25,5","349,00",1,1,1,2,3,0,1
435,"14000,00 ",0,0,,3,117.76,31,24,14000,31,"357,40",1,1,2,2,5,0,0
436,"85881,61 ",0,0,,8,378.3,120,60,104000,17,"992,08",1,1,2,2,5,0,1
437,"3150,28 ",0,0,,6,383.63,48,36,10000,"16,91","2357,71",1,1,2,2,4,0,0
438,"50876,73 ",0,0,,6,285.88,48,49,64100,"21,6","2357,71",1,1,2,2,4,0,0
439,"31475,83 ",0,0,,10,155.71,36,48,31500,"25,5","627,96",1,1,1,2,2,0,0
440,"31475,83 ",0,0,,10,155.71,12,48,31500,"25,5","603,00",1,1,1,2,3,0,0
441,"17733,53 ",0,0,,8,118.85,120,36,21000,22,"357,80",1,1,2,2,5,0,1
442,"4932,70 ",0,0,,6,111.53,60,24,14000,26,"275,69",2,1,2,2,4,0,0
443,"3582,69 ",0,0,,10,53.51,120,24,6800,25,"287,00",2,1,1,2,1,0,0
444,"20700,97 ",0,0,,3,114.52,60,36,21000,20,"507,24",1,1,1,2,3,0,0
445,"1010,62 ",0,0,,6,1048.29,249,12,10000,"19,75","6321,98",2,2,2,2,4,0,0
446,"1010,62 ",0,0,,6,1048.29,245,12,10000,"19,75","6502,44",2,2,2,2,4,0,0
447,"1010,62 ",0,0,,6,1048.29,240,12,10000,"19,75","6000,70",2,2,2,2,4,0,0
448,"16589,35 ",0,0,,6,325.68,249,24,43000,21,"6321,98",2,1,2,2,4,0,0
449,"16589,35 ",0,0,,6,325.68,245,24,43000,21,"6502,44",2,1,2,2,4,0,0
450,"16589,35 ",0,0,,6,325.68,240,24,43000,21,"6000,70",2,1,2,2,4,0,0
451,"18664,71 ",0,0,,6,142.52,249,36,25000,"21,6","6321,98",2,1,2,2,4,0,0
452,"18664,71 ",0,0,,6,142.52,245,36,25000,"21,6","6502,44",2,1,2,2,4,0,0
453,"18664,71 ",0,0,,6,142.52,240,36,25000,"21,6","6000,70",2,1,2,2,4,0,0
454,"412,44 ",0,0,,10,36.37,120,60,1500,"15,5","125,00",1,1,1,2,3,0,0
455,"14320,74 ",0,0,,10,105.36,60,36,18000,"25,5","212,00",1,1,1,2,3,0,0
456,"23657,43 ",0,0,,6,526.29,24,24,69700,21,"1364,60",2,1,2,2,4,0,0
457,"30833,13 ",0,0,,7,228.55,324,36,42000,20,"838,54",2,1,2,2,4,0,0
458,"20601,14 ",0,0,,10,122.66,120,36,21000,"25,5","387,52",1,1,2,2,4,0,0
459,"4451,06 ",0,0,,8,244.02,120,60,10000,"15,5","1186,49",2,1,2,2,4,0,0
460,"13000,00 ",0,0,,3,71.97,12,45,13000,31,"165,77",1,1,1,2,3,0,0
461,"6076,53 ",0,0,,6,370.87,180,48,12500,"12,23","1802,82",1,1,2,2,4,0,0
462,"47712,51 ",0,0,,3,127.47,60,120,50000,17,"257,00",1,1,1,2,3,0,0
463,"69000,00 ",0,0,,6,1144.87,152,12,69000,20,"1076,50",2,3,2,2,4,0,0
464,"69000,00 ",0,0,,6,1144.87,120,12,69000,20,"1508,90",2,3,2,2,4,0,0
465,"69000,00 ",0,0,,6,1144.87,132,12,69000,20,"1361,85",2,3,2,2,4,0,0
466,"34305,32 ",0,0,,6,192.95,36,47,41530,"21,6","747,35",1,1,2,2,4,0,0
467,"6206,58 ",0,0,,10,160.14,60,24,21000,22,"766,00",2,1,1,2,3,0,1
468,"65505,93 ",0,0,,6,383.26,60,47,83697,"21,6","1786,50",2,1,2,2,4,0,1
469,"59304,39 ",0,0,,6,373.86,69,36,70000,19,"3619,80",2,1,2,2,4,1,0
470,"59304,39 ",0,0,,6,373.86,84,36,70000,19,"2739,76",2,1,2,2,4,0,0
471,"59304,39 ",0,0,,6,373.86,48,36,70000,19,"1019,77",2,1,2,2,4,0,0
472,"59304,39 ",0,0,,6,373.86,36,36,70000,19,"1062,11",2,1,2,2,4,0,0
473,"41000,00 ",0,0,,6,308.81,69,24,41000,20,"3619,80",2,1,2,2,4,1,0
474,"41000,00 ",0,0,,6,308.81,84,24,41000,20,"2739,76",2,1,2,2,4,0,0
475,"41000,00 ",0,0,,6,308.81,48,24,41000,20,"1019,77",2,1,2,2,4,0,0
476,"41000,00 ",0,0,,6,308.81,36,24,41000,20,"1062,11",2,1,2,2,4,0,0
477,"50973,50 ",0,0,,6,377.84,84,36,69700,20,"1361,52",1,1,2,2,5,0,1
478,"1955,85 ",207,1,,10,119.96,120,36,3000,"21,34","500,00",2,1,1,2,2,0,0
479,"1675,38 ",258,1,,6,0,12,24,11200,"17,42","474,45",2,1,2,2,4,0,0
480,"686,57 ",320,1,,6,0,12,24,2800,"16,15","474,45",2,1,2,2,4,0,0
481,"8425,83 ",0,0,,10,64.48,60,36,10000,32,"285,60",1,1,1,2,3,0,0
482,"8425,83 ",0,0,,10,64.48,12,36,10000,32,"175,25",1,1,1,2,3,0,0
483,"27766,26 ",0,0,,6,230.76,60,36,42000,"20,5","642,00",2,1,2,2,5,0,1
484,"52975,11 ",0,0,,6,524.5,870,18,55000,20,"3550,79",2,1,2,2,4,0,0
485,"57200,09 ",172,1,,10,417.29,8,60,104000,17,"2733,33",1,1,1,1,4,0,0
486,"57200,09 ",172,1,,10,417.29,288,60,104000,17,"1162,59",1,1,1,1,3,0,0
487,"31892,74 ",172,1,,10,206.21,8,36,35000,"25,5","2733,33",1,1,1,2,4,0,0
488,"31892,74 ",172,1,,10,206.21,288,36,35000,"25,5","1162,59",1,1,1,2,3,0,0
489,"2688,59 ",0,0,,6,83.31,240,24,10500,26,"456,60",2,1,2,2,4,0,0
490,"5802,89 ",0,0,,6,83.2,240,24,10000,32,"379,53",1,1,1,2,3,0,0
491,"11076,62 ",0,0,,10,79.88,20,36,14000,"21,6","266,76",2,1,1,2,3,0,0
492,"11076,62 ",0,0,,10,79.88,12,36,14000,"21,6","181,38",2,1,1,2,3,0,0
493,"1205,15 ",0,0,,6,90.4,23,18,9000,26,"295,83",2,1,2,2,4,0,0
494,"29557,56 ",0,0,,6,167.99,180,36,30000,22,"431,00",1,1,1,2,3,0,1
495,"29557,56 ",0,0,,6,167.99,36,36,30000,22,"395,26",1,1,1,2,5,0,1
496,"8310,02 ",0,0,,10,54.09,312,36,8500,31,"220,43",2,1,1,2,3,0,0
497,"10046,07 ",0,0,,9,113.08,12,36,20000,23,"143,09",1,1,1,2,3,0,0
498,"10046,07 ",0,0,,9,113.08,24,36,20000,23,"289,00",1,1,1,2,3,0,0
499,"33136,36 ",0,0,,8,222.28,60,36,41000,"19,5","810,00",1,1,2,2,5,0,1
500,"5726,06 ",0,0,,10,64.69,443,36,10000,32,"220,90",1,1,1,2,3,0,0
501,"61736,69 ",0,0,,6,1165.29,120,12,70000,20,"3810,77",1,3,2,2,4,0,0
502,"13893,96 ",0,0,,10,108.65,108,30,17000,22,"367,00",1,1,1,2,3,0,0
503,"13893,96 ",0,0,,10,108.65,12,30,17000,22,"476,39",1,1,1,2,3,0,0
504,"452,00 ",0,0,,6,266.48,12,30,6000,"17,95","759,30",2,1,2,2,4,0,1
505,"9582,94 ",0,0,,10,63.55,135,36,10000,31,"289,00",1,1,1,2,3,0,0
506,"9527,97 ",0,0,,10,113.18,12,36,20000,22,"301,66",1,1,1,2,3,0,1
507,"9527,97 ",0,0,,10,113.18,15,36,20000,22,"384,07",1,1,1,2,3,0,1
508,"9527,97 ",0,0,,10,113.18,21,36,20000,22,"410,00",1,1,1,2,3,0,1
509,"18567,20 ",0,0,,10,196.41,240,36,35000,22,"1129,00",2,1,1,2,1,0,0
510,"630,58 ",0,0,,10,85.77,156,36,2200,"15,92","228,26",1,1,1,2,3,0,0
511,"32906,78 ",0,0,,10,132.16,12,90,47000,"13,43","312,50",1,1,1,2,3,0,0
512,"18677,24 ",0,0,,6,118.25,276,36,20000,"25,5","836,37",2,1,2,2,4,0,0
513,"1907,48 ",0,0,,10,337.31,84,36,9000,"14,05","922,08",1,1,2,2,4,0,1
514,"344,68 ",0,0,,10,50.78,48,36,9700,"17,5","123,00",1,1,1,2,3,0,0
515,"15414,94 ",1111,1,,6,0,120,36,16000,20,"2784,20",2,1,2,2,4,0,0
516,"23398,52 ",0,0,,10,140.02,12,42,"26782,77","21,6","1094,00",2,1,1,2,3,0,0
517,"23398,52 ",0,0,,10,140.02,17,42,"26782,77","21,6","1098,00",2,1,1,2,3,0,0
518,"20159,30 ",0,0,,6,168.57,15,30,25000,"25,5","568,00",1,1,1,2,2,0,0
519,"15000,00 ",0,0,,6,84.77,168,36,15000,22,"472,52",2,1,2,2,5,0,0
520,"15000,00 ",0,0,,6,84.77,184,36,15000,22,"371,60",2,1,2,2,4,0,0
521,"12163,16 ",0,0,,3,95.53,132,36,15000,32,"1129,55",1,1,2,2,4,0,0
522,"13403,67 ",0,0,,3,86.75,132,36,14000,29,"1129,55",1,1,2,2,4,0,0
523,"14612,65 ",0,0,,8,164.48,12,36,29000,23,"418,92",1,1,2,2,5,0,1
